,Learner's transcript,Sentimental Label,Label By Word,Words
247,I'm glad to hear that the client is habit. It's important that as a manager take responsibility for the work that you have your performance as a manager is just not negotiable the projects just working with you are responsible for and it was your role to watch the team and report on their output. And in this particular case that just didn't happen in the project went over budget and went longer than it needed to do you understand where you need to improve?,Neutral,Negative,{'not'}
248,Rose I am glad to hear that the client is happy but there's more than that to being a manner it's imperative that in the role of manager that you're watching your team and you're reporting on them their output. In this case that just didn't happen in the project went longer than it needed to be and went over budget. It's important that you understand that those are areas that a manager would be responsible for do you understand where you need to make improvements in the future?,Neutral,Positive,{'happy'}
249,Rose it is good to hear that. The client is happy not into being a manager. In this area to teach the client and team to ensure that all the technical areas were meant and in this project that just didn't happen and because of that the project went significantly over budget. It's important that you understand what the role is as a manager and that your meeting those areas am moving forward. Do you understand where you move?,Neutral,Negative,{'not'}
250,Rose it is great to hear that. The client is happy that is always important but there is more than that involved in being a manager oversight of your team is off of responsibility. And in this area with this project that just didn't happen and the project went significantly over budget due to not catching some of the technical errors that the name is making. Do you understand where you need to improve?,Neutral,Negative,{'not'}
251,"Rose I'm definitely glad to hear that the client is happy, but there is more than that involved in being a manager. When being a man responsible for the full course of the project and in this area this didn't happen and because of some of the technical issues and oversight of the team over budget. Do you not understand where you need to improve?",Neutral,Negative,{'not'}
252,"Well, as you mentioned that you did have some struggles with some of the technical issues that were encountered during the course of the project as the manager running this project. It's your responsibility to ensure that your team's performance is accurate and effective to meet the client's goals. What could you do differently here in this area? And how do you think you can improve next time?",Neutral,Positive,"{'effective', 'well'}"
253,"Rose thank you again for sharing this additional information. You mentioned that you did have a struggle catching some of the technical review of your team, but there was a learning curve with me some of the areas that you have learned on during the course of this project as well as some things that you could have done differently to ensure that you could catch those errors next.",Neutral,Positive,"{'learned', 'well'}"
254,"Rose I think it's great that the client was happy, but I think more than that there is more than that to being a good manager and even as a senior you're in charge of the team and it's your responsibility to make sure that we're delivering quality work on time and that didn't happen which then caused the the engagement to be significantly over budget. Do you understand where you may maybe need to improve?",Neutral,Positive,"{'quality', 'happy', 'great', 'good'}"
255,Rose I think we can all be happy that the client was satisfied but there's more than that to being a good manager even as a senior you're in you're in charge of the team and you're expected to deliver quality work on time and that didn't happen the engagement was significantly over budget and and there's a lot of areas that need Improvement. Do you understand where they need to improve?,Neutral,Positive,"{'quality', 'happy', 'good'}"
256,"Rose I think we can all be happy that you know, the client was satisfied, but there's more than that to being a good manager and as a senior you're in charge of the team and you're responsible for delivering quality work on time and that didn't happen the engagement was significantly over budget and and there's things that need to be improved. Do you understand where you you need to improve?",Neutral,Positive,"{'quality', 'happy', 'good'}"
257,"Rose I think we can all be happy that the client was satisfied with your work but more than that, there's more than that to being a good manager and you know, even as a senior, you know, you have to deliver quality work on time and that didn't happen the work was significantly over budget and and the deliverables were not acceptable. Do you understand what you need to improve?",Neutral,Negative,{'not'}
258,"Rose I think we can all be happy that you know, the client was very satisfied with the work but as a manager there's a lot of responsibility and and even as a senior, you know, you you have to be a certain deadlines and the project has to be quality.",Neutral,Positive,"{'happy', 'quality', 'certain'}"
259,"But I think we can all be happy that the client, you know was satisfied with the work, but the delivery of of the project was not done on time and and you know as a manager there's a lot of expectations that you need to meet and and they weren't met as a senior. Do you understand that there was significant leg in responsibilities and down and room for improvement.",Neutral,Negative,{'not'}
260,"Rose we're all happy that the client, you know was was satisfied with the work but as a manager, you know, there's a lot of",Neutral,Positive,{'happy'}
261,"Rose I think it's great that you know, the client was very satisfied with your work and that's very important, but that's not the only thing that's important, you know, as a senior you have certain responsibilities to make sure that the team is is communicating well and that deadlines are met and that didn't happen and you know, there's there's a lot of expectations as a manager and and those those situations took not met as a senior. Do you understand where where you could have maybe improved?",Neutral,Negative,{'not'}
262,"Rose I think we can all agree that you know client happiness is very important, but there's more to that than you know, as a senior there's more to that than just the client being happy. You have a responsibility you have a responsibility to make sure that deadlines are met and that your team is following, you know in communication protocols and that didn't happen. Do you see where maybe you could have improved?",Neutral,Positive,"{'happy', 'agree'}"
263,Rose I understand that the client was happy but you know as a senior you have responsibilities to make sure that the team is meeting the deadlines and that communication is clear and then a significant leg in those responsibilities. And do you understand that you know where you had were you were you came into play where you had some issues with the deadlines.,Neutral,Positive,{'happy'}
264,"Girls, I understand that the client was happy with with the outcome, but it's still necessary to meet Team deadlines and communicate with your team and make sure that you're meeting all the deadlines and again communicating with everybody. So do you feel like you did a good job with that sore areas for improvement there.",Neutral,Positive,"{'happy', 'good'}"
265,"So, yes, you know, we're we're very happy that the client ultimately was satisfied. But when we look at the project as a whole there's a lot of things that we can do better and the quality of work is not negotiable. We need to do better working for this engagement working on the client e y as a whole expects the highest quality and we did not deliver at this time in your role is a senior. I'm looking at it from a management perspective in a manager role is your responsibility to make sure that we're executing and we're meeting deadlines and there are several times on this project where technical issues weren't brought and as a result we had to rework things and it push back the time line. We were significantly over deadlines and over budget on this in a future State, you know, I'd like to understand why you think you can do better off and do you understand what needs to change in order to meet that high quality that we need? We're striving to achieve.",Neutral,Negative,{'not'}
266,"So ultimately yes, the client was satisfied but we need to do better project wise as a whole, you know, being the manager on this account or a manager on this account requires that you are responsible for meeting the team objective and deadlines and staying within budget even as a senior within your current capacity. It was your responsibility to make sure that we were executing what we needed to meeting our objectives and staying on task, you know, you mentioned a learning curve with the, the technical competencies and that's something that proactively you need to reach out and let me know if you need additional resources, you know, I'd like to understand what do you think you can do better on your side? Do you understand? You know what your responsibilities are? And do you understand the areas that we need to improve the next project?",Neutral,Positive,"{'whole', 'yes'}"
267,"So Rose. Yes, ultimately, the client was happy and that's great news, but there's a lot of things that we can do better on our side, you know, being a manager means that you're taking responsibility for the team's actions and staying on task and meeting deliverables and that didn't happen even as a senior in your current role. It's your responsibility to make sure that we are executing what we need to within the time frame that we need to if your responsibility to be reaching out if you need assistance or resources due to a learning curve, we didn't stay within budget. We didn't stay on timeline and ultimately this project could have been done a lot better. What on your end in the future. Do you think you can change that? You can do better on your end?",Neutral,Positive,"{'happy', 'great', 'yes'}"
268,"So grows, even as happy as the client was with this we can do better as a whole, you know being the manager on the account is your responsibility to make sure that we are staying on task and that we're staying within budget that were meeting our deadlines and objectives even as a senior in your current role, you know, that is your responsibility to make sure that we are within our budget that we're getting what we should you know, you mentioned these technical you learning curves and that's something that again on your end. If you're not comfortable with the information working with your skill and fat versus the project alignment. I need you to reach out to me and make sure that I'm aware of that so I can give you additional resources overall, you know, this project was not brought up to the Quality that we can do and we can do better.",Neutral,Negative,{'not'}
269,"So Rose in this case, you know, I think that there are areas if we look at the project as a whole yeah, it was successful. But when we break it down there were numerous areas that song from your role. I think we can improve there were areas that you you needed to do better catch these technical issues at the team was processing so that it was identified at that point and we didn't end up redoing the work that we did and that would have allowed us to stay on budget and stay on on deadlines. I think that next time, you know, you're in a situation where you're it's new to you and you feel like you have a learning curve. I need you to proactively reach out so that I'm aware that you need assistance and we can see what resources we can pull you into because your job is to you know, oversee that area and this wasn't something that we needed to do better. So what I'd like to understand from your end is what do you think you can do better in the future?",Neutral,Positive,"{'whole', 'successful', 'up'}"
270,"So Rose. Yes, the client was ultimately satisfied. But if we look at the project as a whole there's a lot of areas that we can improve on.",Neutral,Positive,"{'whole', 'yes'}"
271,"So Rose. Yes, ultimately, the client was satisfied, but I think when we look at the project as a whole there are a lot of areas that we could improve upon, you know, part of your responsibilities just catching these issues that come up from a team perspective and there were numerous times when we had to rework do rework and it pushed back our timeline because these issues weren't caught the first time in workday life was not done properly. That's something that you personally can work on on your side and you know aside from that is also you mentioned that this is the first time that you have worked with these technical issues. It's very important on your end. If you feel that your skill-set is not in line with the project that you're working on or you need assistance and resources you reaching out so that we can make sure you have what you need to be successful in the role. What are your thoughts on that?",Neutral,Negative,{'not'}
272,"So Rose what I'd like to understand on your side is you know, why why do you feel that? The client was satisfied? What what feedback have you received on your end? I think the overall from a project perspective they were but I do also feel that there were areas that we could improve that would hire that level of satisfaction and higher the quality. For example, there were several Arabs that were missed on your end from a management perspective. And as a result work had to be re completed at pushed back our timeline and I understand you know, this is the first time you said that she worked on something like this, but I need you to be able to proactively identify when you need assistance. Then when we need additional resources so that we can bring those into the project and stay on task.",Neutral,Positive,{'quality'}
273,"Happy however, it is more to be good manager. Even as a senior you were responsible charge of teams delivering quality work out. I'm unfortunately it didn't happen in our project was significantly over budget do understand where you need to improve. Do you understand what you didn't do? Well that I hear some feedback that way you could have, you know reach out earlier when there's was a challenge or find the resources needed to do some personal training and development and we do have money, you know you I resources available for you to develop your skill set and help you to be successful.",Neutral,Positive,"{'good', 'happy', 'successful', 'quality', 'well'}"
274,"Hey Rose, we're all glad to hear that. The client is happy. However, there is more to be a good manager. Even as a senior you were in charge of responsible for teams delivering quality work on time. However, it didn't happen in our project was significantly over budget. Do you understand where the disconnect is do you understand where you can do to improve and could you also help me understand? Why didn't you you know reach out for help when when you have difficulties and more? What's the challenge there?",Neutral,Positive,"{'quality', 'happy', 'good'}"
275,"Heroes thanks for sharing this and we're all glad that the client is happy. However, there is more to be a good manager even as a senior you were in charge and the responsible for teams delivering quality work on time. However, it didn't happen in our project was significantly over budget. Do you understand where you need to do to improve this?Do you understand where you need to improve this? Do you understand where you need to address this and improve it? Do you understand where you can where you need to do where you need to improve this?",Neutral,Positive,"{'quality', 'happy', 'good'}"
276,"Hey Rose, thanks for sharing this and we're glad to hear that. Our client is happy. However, there is more to be a major even as a senior you were in charge and responsible for teams delivering quality work on time. However, it didn't happen in our project was significantly over budget. So do you understand where is the gap and where's the disconnect and off where you could improve to avoid this happening again?",Neutral,Positive,"{'happy', 'quality'}"
277,"Hey Rose, glad that our clients happy. However, there's more to be a good manager. Even as a senior. You were responsible in charge of teams delivering quality work on time. However, unfortunately it did not happen and our project was significantly off of budget. Do you know where you could improve?",Neutral,Negative,{'not'}
278,"Hey Rose, we're all glad the client is happy. However, there's more to be a good manager. Even as a senior you were in charge and responsible for teams delivering quality work on time. However, it didn't happen and project end up significantly over budget. Do you understand where you need to improve?",Neutral,Positive,"{'quality', 'happy', 'good', 'up'}"
279,"Hi Rose, we're glad that the client is happy. However, there is more to be a good manager even as a senior you're in charge and responsible for delivering quality work on time. However, it didn't happen and the project was significantly over budget. Do you understand you would need to do to improve?",Neutral,Positive,"{'quality', 'happy', 'good'}"
280,"Hey Rose, we're all glad that client is happy. However, there's more than that to be a good manager. Even as a senior you would charge of and responsible of teams delivery and quality work on time. Unfortunately, it didn't happen and the project was end up wage significantly overpriced understand what you would need to do to improve.",Neutral,Positive,"{'quality', 'happy', 'good', 'up'}"
281,"Hey Rose, thanks for sharing this and we're all glad that clients happy. However, there is more to be a manager successful manager. Even a senior you're in charge of teams delivering quality work on time. However, it didn't happen and the project was significantly over budget. Do you understand? Do you have an idea what you could improve?",Neutral,Positive,"{'happy', 'successful', 'quality', 'idea'}"
282,"Why Rose we're all glad to hear that clients satisfied and happy. However, there is more to be a successful and good manager. Even as I'm seeing here you're in charge and be responsible of Team delivering quality work on time. However, it wasn't it didn't it wasn't the case the project was significantly over budget.Are you aware what you could improve or will you can? improve",Neutral,Positive,"{'quality', 'happy', 'successful', 'good'}"
283,"Hey Rose, we're all happy to hear the Quan is happy. However, it is more than that to be a good manager. Even as a senior you're responsible and in charge of the team delivering quality work on time. Unfortunately, it didn't happen in the project was caused significantly over budget. Do you understand what you can improve do you have any idea what you could improve? Do you understand what you should improve?",Neutral,Positive,"{'quality', 'happy', 'good', 'idea'}"
284,"We're all glad to hear client is happy and satisfied. However, there's more to be a good manager. As a senior you're responsible in charge of client deliverables with quality work on time. Unfortunately, it didn't happen and we bought it costs the project to be significantly overpriced over budget. Are you aware of what you could improve?",Neutral,Positive,"{'quality', 'happy', 'good'}"
285,"Hey Rose, we're all glad to hear decline is happy. However, there's more to be a good manager as a senior. You're responsible for client every quality work on time, which didn't happen. Unfortunately in the project end up being significantly off significantly over budget. So are you aware of that Rose? Is there anything you think you can improve?",Neutral,Positive,"{'quality', 'happy', 'good', 'up'}"
286,"Thank you Rose. We're all glad to hear that the clients happy and excessive satisfied. However, there's more than that to be a good manager as a senior year. You'll be responsible and in charge of Klein product deliverables on quality work on time. However, that didn't happen and the project was significantly off over budget. Do you know or are you aware? You could do better?",Neutral,Positive,"{'quality', 'happy', 'good'}"
287,"Thanks for sharing. This glad to hear client was satisfied. However, it's more than that that is not enough. It's more than that to be a good manager. But even as a senior you're in charge and the responsible delivering quality work on time. However, that didn't happen and it caused significantly over budget for our firm. Are you aware of that Gap? And do you understand what you could improve?",Neutral,Negative,{'not'}
288,"Hey Rose, thanks for sharing this glad to hear that client satisfaction as good. However, it's more than that to be a good manager, right? Even as a senior, it's your responsibility and you're in charge of providing quality work on time, which didn't happen to get a cost our firm significantly over budget. Are you aware? And or do you understand what you can you could improve?",Neutral,Positive,"{'quality', 'right', 'good'}"
289,"Thanks for sharing this. Definitely client satisfaction is important. However, also we need to focus on the technical side as well. I think life around disengagement. We observe there are some real work need to be done because of do to your performance for the technical side. So do you know if anything you could improve on or how can we help you to get the better position of this?",Neutral,Positive,{'well'}
290,Rose turning in quality work on time is a core responsibility of your role as senior. You didn't get the team work up to the technical accuracy on time which caused us to have to rework it and took the project over budget. That's a core expectation of your current role. I really see quite a disconnect in getting you promoted to manager. And before you get the senior role to an excellent level. So I'd like to understand what you think you can do differently to drive the core expectations of your current role in the key responsibilities. You already have before you seem to take on more. Do you understand the disconnect? And do you can you tell me what you think you'll do differently?,Neutral,Positive,"{'quality', 'excellent', 'up'}"
291,"Rose quality work is not negotiable. It's of core expectation and a key responsibilities of your current role. You're responsible for ensuring that the team turns in technically accurate work with high degree of quality on time. This is a key and core responsibilities of your current position off. So before we can even think about promoting you to the next level we need to get your performance as a senior to the excellent level that being said, do you think you can do to enhance your own performance going forward?",Neutral,Negative,{'not'}
292,"Rose I think we've got a key issue that needs to be addressed here. It's your responsibility as a senior to have the teams work come in on time and with a high degree of quality when you didn't take the detailed review of the technical aspects of the work it created a rework situation which took the project over budget wage being on time and accurate and driving the accuracy of the teams work is a core responsibility of your current role. If you're not meeting that I can't think about promotion you to the next level. Now, what do you think you could do differently going forward so that these core expectations of your current role are met",Neutral,Negative,{'not'}
293,"Rose the responsibility for technical accuracy of the teams work is your responsibility when you fail to turn in accurate work on time, we work had to happen and that took the project over budget now. I know you're interested in being promoted and I want to help you progress, but we've got to get you to a level of acceptable performance as a senior before we can begin to think about your next steps. What do you think you could do to improve your technical accuracy reviews of the teams work off?",Neutral,Negative,{'fail'}
294,"Hi Rose, so there's a number of things that are important you mentioned client satisfaction is important and it is but being able to catch the claims technical work is critical because you weren't catching the technical errors. We endured rework which took the project over budget. This is a significant expectation of your performance at your current level senior, and I really feel like you have some room to grow before your accurate and reliable in this area. We need to get you firm on firm footing a senior before we can even begin to consider promoting you to manager.",Neutral,Positive,{'reliable'}
295,We are also happy that the client is pleased Rose but there is more to being a manager than just pleasing a client delivering quality work and ensuring that your team is delivering these deliverables on Showtime is also the utmost importance this didn't happen with this particular engagement the project had a significant amount of rework and the budget when significantly over plan. Do you understand? This is an area that you need to improve.,Neutral,Positive,"{'happy', 'quality'}"
296,"We're all glad with the client was pleased Rose. However, there's more to being a manager than just pleasing a client one important part of being a manager is ensuring that your team is delivering quality work on time. I felt that in this engagement your team was not delivering quality work or on time. There was a lot of improvement that needs to be made from this team that you're not having double work. Unfortunately the budget for this engagement was significantly over by the time the engagement was over. Do you understand areas where you might need to improve on before becoming a manager off?",Neutral,Negative,{'not'}
297,"We are all really happy that the client is pleased with your work Rose, but there is more that too just there's more to being a manager than just pleasing the client delivering quality of work and ensuring that the team doesn't have to do real work is also very important that didn't happen on this project your team. Unfortunately had to do a lot of rework and the budget was significantly over when it came to the this engagement. Do you understand that these are two areas of improvement for a future reviews?",Neutral,Positive,"{'happy', 'quality'}"
298,Client satisfaction is important but it's not the most important one of the most important things when it comes to being a manager is being able to lead your team on their behavior on your behavior and the overall team performance. I felt that well. Yes. This was her first time managing the team from a technical perspective. There were areas that are in great need of improvement. For example Rosie you need to be able to manage the team so that way you're not having rework that was a big problem with this engagement. There was a lot of rework that was necessary and the budget the project budget went very much over the scope off.,Neutral,Negative,{'not'}
299,Rose's it's important to understand that while the client may have seemed happy. There were a number of items that you missed in the technical review that caused the the project and the project team to have to read off to work which led to more hours and the project went over budget that is not acceptable nor is quality work. It is not negotiable. We have to do quality work and also deliver it on time and within our budget it's important that you understand that those are things that you did not do on on this engagement and they led to the engagement not being successful from an internal standpoint. This is something that you need to own and take responsibility for in your role certainly now is a senior and in before you could be considered for a promotion going forward.,Neutral,Negative,{'not'}
300,"Rose it's critical that you understand that the expectation is that technical Excellence is not negotiable and that meeting our deadlines to our clients is not negotiable. So all of it is important the tech expertise as well as the client satisfaction, they really go hand-in-hand. It's important to understand that your performance and missing some of the technical items in the review cause the project to go over budget were not meeting our internal project metrics that is an issue going forward. And so that's something that is a disconnect between your perception of the project performance and the reality of how that engagement went wrong. And so it's just important understand that again quality work is not negotiable.",Neutral,Negative,"{'missing', 'not'}"
301,Rose it's important to understand that the expectation and is that not only are we to be on top of our game with all the technical issues but we also have to serve the client. So while the client may have appeared to be happy. We we need to look at our internal clients as well as the project metrics the project was significantly over budget because there were a lot of missed items in the technical review which wage fired the team to have to go back over errors that were made by the team and by you so that did end up leading to poor project metrics. These are things that are critical to our business and that we need to be on top of it's important that you understand these and this is part of the role in our group.,Neutral,Negative,"{'poor', 'not'}"
302,"Rose obviously, we're happy. It's good to know that the clients happy but there's more to that than being a good manager as the senior. It is your responsibility to make sure that we deliver quality work on time. And this did not happen on this engagement it led to massive amounts of rework and going significantly over budget wage. Do you see where you maybe have some opportunities to improve?",Neutral,Negative,{'not'}
303,Rose were all happy to hear that the client is happy but there's there's more to that than being a good there's more to being a good manager is just that this project had significant errors that led to massive rework and that was under your responsibility as a senior. Do you see there maybe was disconnected an opportunity to improve,Neutral,Positive,"{'happy', 'good'}"
304,"Rose we're certainly happy to hear that. The client is happy but there was significant amounts of error that happened that led to massive amounts of rework being needed even as a senior you're responsible for delivering quality wage, and it's certainly something that we expect from managers here at ey do you think maybe you might see where the disconnect is now? And find ways that you might improve.",Neutral,Positive,"{'now', 'happy', 'quality'}"
305,"Well, well client satisfaction is important you actually missed quite a few errors in the reports that led to some significant rework wage. What do you think you could have done better? Do you think maybe you might see where the disconnect is quality work is not negotiable. We have to live up to a standard of quality of life deliverables. Ultimately. The client is not going to be satisfied with errors that lead to the project going over budget.",Neutral,Negative,{'not'}
306,"Well client satisfaction is definitely important but some of the mistakes that were made and and that were not caught led to significant amounts of rework, which ultimately led the project to be over budget. So or client satisfaction is important. It's also important to be thinking about the profitability of these deals someone who's in Iraq in general should really be more have more attention to detail that would be something that I would want to see from you before I would think that you're ready for this promotion.",Neutral,Negative,{'not'}
307,"Listen, I really need you to understand what's going on here right looking at some of these records and I can share this with you as well. It looks like we missed on at least 30 of those technical review items which resulted in a significant project over there, which is not good for us. These kind of things are not negotiable. I mean obviously quality of work is not at all negotiable. You are primarily responsible and accountable for these kind of things for I strongly recommend that you work on these things home, even though there's a learning curve with this again. I want to stress the quality is not at all negotiable. I need you to take more accountability on this perspective work on how long you can improve on your technical review. I can help you with some of those things. Let's work on it before we can talk about your promotion.",Neutral,Negative,"{'mean', 'not'}"
308,"Listen Rose, I'd really needed to understand what the disconnect is. Right. I'm looking at some of these records and I can share this with you as well. Looks like we missed out on that page 30 of those technical reviews that has caused as a significant project budget over and which has impacted a significantly these kind of things are not negotiable. I need to be responsible and accountable for these things. Right? I understand it so fast, I'm doing it the result learning curve but these things are not negotiable at all. So I strongly recommend that you understand connect here. You work on the learning curve you understood potentially lot of resources. I can help you overcome some of those things. Let's work on this before we can talk about getting you to the next level.",Neutral,Negative,{'not'}
309,Listen Rose. I really needed to understand what the disconnect here is right. I'm looking at the records and I'll share these details with you as well. But looks like we missed out on at least 30 of those technical reviews which resulted in a significant budget over and for us which is not good. I'd really need you to be responsible and accountable for these things right and think you are responsible for the quality. So I really need you to work on these things. So we do not end up in the situation at the same time. I also strongly suggest that you work on these things will be do not end up in the situation again. I hope you understand the disconnect here. So let's work on these things before we can talk about getting you to the next level.,Neutral,Negative,{'not'}
310,"Rose listen, I need you to understand what the disconnect is right? I'm looking at the records here and looks like we missed out on at least 30 of those technical reviews with significantly impacted our project but tried it impacted our profitability and revenue as well so I can share some of those details with you but I strongly recommend that you work on developing your skills around that technical review, even though it's your first time doing it was a learning curve. I agree, but you are eventually responsible and accountable for some of those things. I really need you to work on some of those things before we can talk about your promotion and I'm here to help you with that.",Neutral,Positive,"{'right', 'well', 'agree'}"
311,"Ross listen, I really need you to understand what the disconnect is. Right and I'm looking at the records and I will share that with you also. So looks like we missed out on at least 8:30 of those technical reviews, which caused some of your peers to work long working hours for a couple of weeks. And we had a budget overrun which impacted our profitability as well as Revenue. I really need you to focus on building that capability within yourself in terms of technical review. So next Thursday, we do not run into the situation right, but I really need you to understand where the disconnect is were you should really work on before we can think about getting you to the next level.",Neutral,Negative,{'not'}
312,"Well, we do strive to ensure that our clients are satisfied. It is important at the next level to be able to master the technical excellence and identify these issues going forward. I think you bring up a good point where this was your first time, but I think that there's room for improvement throughout the rest of this year before we could recommend you for a promotion.",Neutral,Positive,"{'good', 'well', 'up'}"
313,"Rose you are responsible for your team's performance and you are responsible for doing the type of quality work that is necessary on a project you did receive feedback that you missed key mistakes and that the project suffered because of it you did receive that factual feedback. Now, do you understand that feedback can do you understand? What you need to do to improve quality work is not negotiable Rose.",Neutral,Negative,{'not'}
314,Rose you are responsible for performing the work that needs to be done at the level. It needs to be done. It is your responsibility to make sure that mistakes are caught and off your team is performing at the level. It should now you did get feedback from the client and from the team that you made mistakes and the project was thus over budget. So you did get that feedback. Do you understand? You know what you did that didn't meet expectations. And do you understand why that performance was not satisfactory quality work is not negotiable Rose. You need to perform your best every time.,Neutral,Negative,{'not'}
315,"Rose it's your responsibility to do the things you need to do to be promoted to manager. It's your responsibility to get the job done on a project and it's your responsibility to catch mistakes. So, let's see what we can do to improve.",Neutral,Neutral,
316,Rose quality work is not negotiable. I mean it's a requirement for the project and you did not perform up to expectations. Do you understand? What you need to do is I think going forward we can talk about next steps. We can talk about how to improve but it's up to you to do what you need to do to be promoted to manager.,Neutral,Negative,"{'mean', 'not'}"
317,"Yes Rose client satisfaction is the most important thing and the client was not satisfied with your performance. You didn't meet the expectations that were required of a manager said you didn't catch important mistakes and the project was over budget. Now. Do you understand what you did wrong and how we can correct it. If not, let's talk about it. Let's see what we can do to improve next time.",Neutral,Negative,{'not'}
318,"Hi Rose, so I appreciate you feeling that you're ready to be promoted to manager. However, you did receive feedback that your technical work was not up to standards. You didn't catch errors that result and it resulted in the project being over budget and behind schedule. Do you understand that this is something that reflects on you and that it's your responsibility. I think we need to take that into account when you're thinking about being promoted to manager. Let's talk about what we can do to help make you successful going forward.",Neutral,Negative,{'not'}
319,"High Roads, yes client satisfaction is the most important thing and you have to remember that you did get feedback that your performance was not very good, especially in terms of catching errors, and the project was over budget because of that fact your team did very poorly under your management and you can't gloss over that long. So we have to take that into account when we're thinking about your possible promotion to manager.",Neutral,Negative,{'not'}
320,"Rose thank you for your feedback But ultimately as senior you are responsible for the delivery of the work as well as quality within budget. The disconnect that we have on this feedback is thought you did a great job and respect to a client satisfaction that you did but in the end you did we did go over budget you do the repetitive for quality of work, which you ultimately responsible for.",Neutral,Positive,"{'quality', 'great', 'well'}"
321,"Goes thanks for your feedback in the end responsibility of Engagement is yours as a senior, especially if you want to get promoted multiple times in the engagement the quality of the work wage poor due to which we had to do a lot of we work and ultimately we're way over budget as you got the engagement, even though the client praised you on your work you are still way over budget and the ultimate package wasn't a good optics for us in front of the show's team. So we would expect you to communicate early and that would have helped us and show that we are on budget and also you need a matter of time Stones language milestones.",Neutral,Negative,{'poor'}
322,"Rose thanks for your perspective in the end you as a senior totally responsible for the engagement. And as part of the engagement. They were multiple times where you both had were the poor quality of the work was not up to my standards which we had to multiple times. We do the work in the end. Ultimately we are way over budget expectations. I'm seeing at the office managers, you would catch all these things and show that we don't go over budget, which is very important.",Neutral,Negative,"{'poor', 'not'}"
323,"Rose I understand your perspective that client satisfaction is most important but you didn't miss a lot of important things as part of the engagements and the quality was pure heavy duty, which we had to do a lot of view work and that ultimately leading us to being way over budget which is not acceptable as a manager of future manager, which these are the areas. I would really like you to improve on them as part of being wanting to be promoted into a manager.",Neutral,Negative,{'not'}
324,Rose you're responsible for the delivery of quality work in time and quality is not negotiable. You're responsible for your thoughts. You did not. Quality review the work that was delivered. Would you let two additional we work and you did not meet the budget of of the project. Do you understand the disconnects between your perception and the feedback?,Neutral,Negative,{'not'}
325,Rose remember the quality of the project is your responsibility. You didn't verify the quality of the deliverables. Would you let two significant rework and to overrun of the budget? So do you understand the disconnect between your perception and the negative feedback?,Neutral,Negative,{'negative'}
326,Rose thank you in client satisfaction is certainly important but do keep in mind there's there's other metrics that you need to meet them. Because of the poor quality of your work significant rework was needed which led to additional time that needed to be spent and the whole Project Runway and significantly over budget that's not acceptable.,Neutral,Negative,"{'poor', 'not'}"
327,"Rose quality work is non-negotiable. We it is an important factor of what we do but so is everything else that we do as well. We must meet deadlines and then other client expectations, but we also have to meet our own expectations internally as well. What do you think can be done in the future to prevent this issue from reoccurring?",Neutral,Positive,"{'quality', 'well'}"
328,Rose well client satisfaction is very important. We have to look at all aspects of project engagement and team engagement throughout the engagement itself. What do you think you didn't do and what do you think we can do in the future to prevent this from happening again?,Neutral,Positive,{'well'}
329,"Roseville client satisfaction is is a very important factor of what we do and the issue faced here could have further repercussions down the road if it's not addressed, it's something that you know can factor into other things that we have. So we do need to focus on all aspects of everything. It can't beat just all in one bucket and ignoring and the other",Neutral,Negative,{'not'}
330,skip,Neutral,Neutral,
331,Thanks for sharing your perspective Rose. I'm all for client satisfaction. But it takes more than this to being a good manager. Even at senior you're responsible for delivering high-quality work plot products and on long time this didn't happen. We need to talk about what areas you can improve upon in this area so that you can get to a manager. Do you understand where you need to improve?,Neutral,Positive,"{'quality', 'good'}"
332,"I am all for a client satisfaction, but there's more than that to being a good manager even being a senior you need to focus on delivering quality deliverables and making sure that the team working on this and we were significantly behind schedule and over budget there were definitely some areas. You need to improve in this area. Do you understand where you need to improve?",Neutral,Positive,"{'quality', 'good'}"
333,"Thanks for this for your perspective. I agree that the client was happy with your performance. However, I want to understand your thoughts on the technical aspect. There were some issues with the deliverable and we were significantly over budget. There's more to being a good manager than just client satisfaction. Do you understand where the disconnect is?",Neutral,Positive,"{'happy', 'good', 'agree'}"
334,And definitely happy that you were able to make the client happy with your work at the same time. I want to dig a little bit deeper to understand where the disconnect might be between client satisfaction and the deliverable that you had to work on which required significant Improvement.,Neutral,Positive,{'happy'}
